ID,StartTime,EndTime,Mode,ONodeID,DNodeID,Purpose,Expansion
2401,30000,31800,3,65126,78213,0,0
2402,30000,31800,3,1508,68974,0,0
2403,30000,31800,3,65377,69169,0,0
2404,30000,31800,3,81125,78213,0,0
2405,30000,31800,3,112296,57754,0,0
2406,30000,31800,3,33669,69288,0,0
2407,30000,31800,3,118868,175961,0,0
2408,30000,31800,3,57770,57792,0,0
2409,30000,31800,3,112308,112339,0,0
2410,30000,31800,3,65319,65365,0,0
2411,30000,31800,3,91829,91814,0,0
2412,30000,31800,3,172831,132492,0,0
2413,30000,31800,3,136248,90675,0,0
2414,30000,31800,3,174583,50185,0,0
2415,30000,31800,3,112074,133231,0,0
2416,30000,31800,3,81143,81193,0,0
2417,30000,31800,3,112074,133231,0,0
2418,30000,31800,3,7970,36023,0,0
2419,30000,31800,3,35903,133231,0,0
2420,30000,31800,3,51051,50185,0,0
2421,30000,31800,3,1506,68974,0,0
2422,30000,31800,3,52830,81169,0,0
2423,30000,31800,3,81143,81193,0,0
2424,30000,31800,3,28685,50185,0,0
2425,30000,31800,3,69300,69299,0,0
2426,30000,31800,3,112336,112339,0,0
2427,30000,31800,3,112070,161154,0,0
2428,30000,31800,3,1538,68974,0,0
2429,30000,31800,3,52141,81169,0,0
2430,30000,31800,3,69295,69169,0,0
2431,30000,31800,3,53461,81193,0,0
2432,30000,31800,3,81207,81169,0,0
2433,30000,31800,3,68957,37487,0,0
2434,30000,31800,3,142380,112341,0,0
2435,30000,31800,3,69274,126352,0,0
2436,30000,31800,3,1513,65174,0,0
2437,30000,31800,3,78295,78213,0,0
2438,30000,31800,3,78306,78213,0,0
2439,30000,31800,3,81020,81193,0,0
2440,30000,31800,3,81044,81193,0,0
2441,30000,31800,3,1954,132819,0,0
2442,30000,31800,3,132777,68950,0,0
2443,30000,31800,3,69850,55505,0,0
2444,30000,31800,3,132790,65352,0,0
2445,30000,31800,3,112054,69299,0,0
2446,30000,31800,3,91808,91825,0,0
2447,30000,31800,3,8627,53440,0,0
2448,30000,31800,3,81885,132492,0,0
2449,30000,31800,3,132893,65174,0,0
2450,30000,31800,3,65353,65352,0,0
2451,30000,31800,3,112293,91833,0,0
2452,30000,31800,3,65204,78213,0,0
2453,30000,31800,3,151340,175961,0,0
2454,30000,31800,3,134501,132819,0,0
2455,30000,31800,3,50195,50185,0,0
2456,30000,31800,3,65226,37487,0,0
2457,30000,31800,3,37478,37487,0,0
2458,30000,31800,3,50193,50185,0,0
2459,30000,31800,3,169738,37487,0,0
2460,30000,31800,3,132923,132492,0,0
2461,30000,31800,3,69855,151326,0,0
2462,30000,31800,3,151326,151326,0,0
2463,30000,31800,3,65163,69169,0,0
2464,30000,31800,3,57766,36023,0,0
2465,30000,31800,3,112289,90675,0,0
2466,30000,31800,3,50198,50185,0,0
2467,30000,31800,3,69273,69288,0,0
2468,30000,31800,3,81105,36023,0,0
2469,30000,31800,3,136191,175961,0,0
2470,30000,31800,3,78207,78213,0,0
2471,30000,31800,3,147707,147707,0,0
2472,30000,31800,3,65358,65358,0,0
2473,30000,31800,3,1551,68950,0,0
2474,30000,31800,3,52646,81169,0,0
2475,30000,31800,3,4083,55506,0,0
2476,30000,31800,3,90482,69169,0,0
2477,30000,31800,3,50544,81169,0,0
2478,30000,31800,3,69303,65365,0,0
2479,30000,31800,3,112093,133231,0,0
2480,30000,31800,3,170169,124504,0,0
2481,30000,31800,3,69262,69288,0,0
2482,30000,31800,3,151328,69288,0,0
2483,30000,31800,3,12603,133231,0,0
2484,30000,31800,3,78263,78213,0,0
2485,30000,31800,3,1540,69169,0,0
2486,30000,31800,3,51877,81169,0,0
2487,30000,31800,3,68953,37487,0,0
2488,30000,31800,3,53462,50185,0,0
2489,30000,31800,3,65335,124504,0,0
2490,30000,31800,3,112301,57754,0,0
2491,30000,31800,3,112327,112341,0,0
