Time,SimulationTime,AgentID,Mode,StayTime(min),DUtility,ONodeID,DNodeID,O_Lon,O_Lat,D_Lon,D_Lat,Purpose,LastTrip
1602145201000,30001,1,3,0,0,81165,81169,139.84303240,35.70090270,139.84120770,35.69899220,0,1
1602145201000,30001,2,3,0,0,118888,161154,139.83642280,35.67943850,139.83969820,35.67882370,0,1
1602145201000,30001,3,3,0,0,69261,69288,139.82524420,35.67223350,139.82825920,35.67023920,0,1
1602145201000,30001,4,3,0,0,91836,91833,139.83461070,35.69322050,139.83498680,35.69069070,0,1
1602145201000,30001,5,3,0,0,81178,57792,139.83510940,35.69805410,139.83606760,35.69655300,0,1
1602145201000,30001,6,3,0,0,81124,78213,139.82706590,35.69556330,139.82491000,35.69746420,0,1
1602145201000,30001,7,3,0,0,142381,112341,139.83839710,35.70652990,139.83653620,35.69985920,0,1
1602145201000,30001,8,3,0,0,81055,81193,139.82829980,35.69511310,139.83066070,35.69566760,0,1
1602145201000,30001,9,3,0,0,133223,126352,139.83206610,35.66857290,139.83480540,35.67083780,0,1
1602145201000,30001,10,3,0,0,8627,53440,139.82868240,35.70173540,139.82874070,35.70023100,0,1
1602145201000,30001,11,3,0,0,52838,112341,139.83972460,35.70636230,139.83653620,35.69985920,0,1
1602145201000,30001,12,3,0,0,90670,90675,139.84076120,35.68999410,139.84207380,35.69011130,0,1
1602145201000,30001,13,3,0,0,50334,132492,139.82973140,35.70384770,139.82716210,35.70390400,0,1
1602145201000,30001,14,3,0,0,126351,69288,139.83063870,35.67013490,139.82825920,35.67023920,0,1
1602145201000,30001,15,3,0,0,1955,132819,139.82633650,35.68902960,139.82804660,35.68879320,0,1
1602145201000,30001,16,3,0,0,112311,57754,139.83849150,35.69398510,139.83937140,35.69633730,0,1
1602145201000,30001,17,3,0,0,81161,57792,139.83464440,35.69589530,139.83606760,35.69655300,0,1
1602145201000,30001,18,3,0,0,69272,69288,139.82670760,35.67132510,139.82825920,35.67023920,0,1
1602145201000,30001,19,3,0,0,136212,143375,139.84457090,35.67894340,139.84520930,35.68148580,0,1
1602145201000,30001,20,3,0,0,11393,132492,139.81916270,35.70467300,139.82716210,35.70390400,0,1
1602145201000,30001,21,3,0,0,136210,136208,139.84382180,35.67898500,139.84171810,35.67855070,0,1
1602145201000,30001,22,3,0,0,112062,55505,139.83906630,35.66893800,139.83882260,35.66771720,0,1
1602145201000,30001,23,3,0,0,65373,124504,139.83582440,35.68750670,139.83638090,35.68467740,0,1
1602145201000,30001,24,3,0,0,50535,50185,139.83557920,35.70438570,139.83201000,35.70211090,0,1
1602145201000,30001,25,3,0,0,132484,132492,139.82546030,35.70233190,139.82716210,35.70390400,0,1
1602145201000,30001,26,3,0,0,118866,175961,139.83534650,35.67764190,139.83791840,35.67536140,0,1
1602145201000,30001,27,3,0,0,68954,37487,139.82259540,35.68485530,139.82413030,35.68925160,0,1
1602145201000,30001,28,3,0,0,51769,81169,139.84235240,35.70344290,139.84120770,35.69899220,0,1
1602145201000,30001,29,3,0,0,81930,132492,139.82207170,35.70547500,139.82716210,35.70390400,0,1
1602145201000,30001,30,3,0,0,78262,78213,139.82361470,35.69701140,139.82491000,35.69746420,0,1
1602145201000,30001,31,3,0,0,36010,36001,139.84448040,35.69071390,139.84598970,35.69242690,0,1
1602145201000,30001,32,3,0,0,81899,132492,139.82016980,35.70351200,139.82716210,35.70390400,0,1
1602145201000,30001,33,3,0,0,52831,81169,139.84134950,35.70670150,139.84120770,35.69899220,0,1
1602145201000,30001,34,3,0,0,112070,161154,139.84025380,35.67697430,139.83969820,35.67882370,0,1
1602145201000,30001,35,3,0,0,1538,68974,139.83132030,35.68163990,139.83071410,35.68163130,0,1
1602145201000,30001,36,3,0,0,35905,133231,139.84099930,35.67102050,139.83921570,35.67395350,0,1
