AgentID,Mode,ONodeID,DNodeID,O_Lon,O_Lat,D_Lon,D_Lat,StartTime,EndTime,TotalUtility,TotalDistance(m)
353,3,136228,143375,139.845,35.6815,139.845,35.6815,30000,30000,-0.0218368,8.06566
988,3,136228,143375,139.845,35.6815,139.845,35.6815,30000,30000,-0.0218368,8.06566
1825,3,136228,143375,139.845,35.6815,139.845,35.6815,30000,30000,-0.0218368,8.06566
70,3,147712,147707,139.83,35.6767,139.83,35.6768,30000,30011,-0.511977,23.3354
347,3,68949,68950,139.831,35.684,139.831,35.6837,30000,30012,-0.550373,25.5433
1470,3,112102,55506,139.84,35.6676,139.84,35.6676,30000,30013,-0.509116,23.0914
243,3,65355,124504,139.836,35.6844,139.836,35.6847,30000,30016,-0.699955,31.8204
1556,3,1536,1535,139.831,35.6794,139.831,35.6797,30000,30018,-0.620212,28.9045
1011,3,1536,1535,139.831,35.6794,139.831,35.6797,30000,30018,-0.620212,28.9045
779,3,1536,1535,139.831,35.6794,139.831,35.6797,30000,30018,-0.620212,28.9045
422,3,126353,151326,139.833,35.672,139.833,35.6722,30000,30019,-0.554095,25.6696
757,3,65354,124504,139.836,35.6844,139.836,35.6847,30000,30020,-1.22083,38.2093
625,3,65354,124504,139.836,35.6844,139.836,35.6847,30000,30020,-1.20625,38.2093
1229,3,65354,124504,139.836,35.6844,139.836,35.6847,30000,30020,-1.19896,38.2093
327,3,174538,133231,139.839,35.6738,139.839,35.674,30000,30025,-0.654308,30.2687
127,3,170178,68974,139.831,35.6814,139.831,35.6816,30000,30025,-2.60343,32.3216
111,3,170178,68974,139.831,35.6814,139.831,35.6816,30000,30025,-2.60343,32.3216
126,3,170178,68974,139.831,35.6814,139.831,35.6816,30000,30025,-2.60343,32.3216
548,3,164935,175961,139.838,35.6755,139.838,35.6754,30000,30026,-0.773654,37.2037
377,3,164935,175961,139.838,35.6755,139.838,35.6754,30000,30026,-0.773654,37.2037
1422,3,147713,147707,139.83,35.6765,139.83,35.6768,30000,30029,-2.27129,57.0409
1085,3,147713,147707,139.83,35.6765,139.83,35.6768,30000,30029,-2.26353,57.0409
252,3,71227,69853,139.834,35.671,139.835,35.6714,30000,30034,-1.79836,54.8778
333,3,71227,69853,139.834,35.671,139.835,35.6714,30000,30034,-1.79836,54.8778
1126,3,112103,55506,139.84,35.6675,139.84,35.6676,30000,30037,-1.08333,49.5679
622,3,112103,55506,139.84,35.6675,139.84,35.6676,30000,30037,-1.0768,49.5679
572,3,112103,55506,139.84,35.6675,139.84,35.6676,30000,30037,-1.07354,49.5679
1182,3,112103,55506,139.84,35.6675,139.84,35.6676,30000,30037,-1.07158,49.5679
417,3,126350,69288,139.829,35.6701,139.828,35.6702,30000,30042,-1.14428,55.3668
1030,3,126350,69288,139.829,35.6701,139.828,35.6702,30000,30042,-1.14428,55.3668
963,3,126350,69288,139.829,35.6701,139.828,35.6702,30000,30042,-1.14428,55.3668
1325,3,69267,1535,139.831,35.6796,139.831,35.6797,30000,30045,-1.25111,60.4852
536,3,69267,1535,139.831,35.6796,139.831,35.6797,30000,30045,-1.25111,60.4852
1287,3,69267,1535,139.831,35.6796,139.831,35.6797,30000,30045,-1.25111,60.4852
498,3,69267,1535,139.831,35.6796,139.831,35.6797,30000,30045,-1.25111,60.4852
130,3,126342,126352,139.835,35.6705,139.835,35.6708,30000,30045,-1.23288,59.5177
89,3,133230,133231,139.839,35.6736,139.839,35.674,30000,30045,-2.34078,53.0793
308,3,18493,175961,139.838,35.6758,139.838,35.6754,30000,30046,-2.29054,74.2939
1051,3,18493,175961,139.838,35.6758,139.838,35.6754,30000,30046,-2.28558,74.2939
1434,3,1538,68974,139.831,35.6816,139.831,35.6816,30000,30047,-2.31644,54.8844
1361,3,1538,68974,139.831,35.6816,139.831,35.6816,30000,30047,-2.31644,54.8844
