ID,StartTime,EndTime,Mode,ONodeID,DNodeID,Purpose,Expansion
0,30000,44200.0,3,1552,90679,0,0
1,30000,53200.0,3,1552,170166,0,0
2,30000,53800.0,3,1552,81198,0,0
3,30000,65800.0,0,1552,136239,0,0
4,30000,62200.0,3,1552,132898,0,0
5,30000,63100.0,3,1552,132783,0,0
6,30000,43300.0,3,1552,65116,0,0
7,30000,66400.0,3,1552,90691,0,0
8,30000,67420.0,3,1552,57801,0,0
9,30000,74800.0,0,1552,11549,0,0
10,30000,56800.0,3,1552,65359,0,0
11,30000,67600.0,3,1552,35984,0,0
12,30000,37600.0,0,1552,91822,0,0
13,30000,58900.0,0,1552,112340,0,0
14,30000,45100.0,3,1552,65242,0,0
15,30000,44200.0,3,1552,36003,0,0
16,30000,47800.0,3,1552,35995,0,0
17,30000,51400.0,3,1552,91839,0,0
18,30000,55300.0,3,1552,172491,0,0
19,30000,40300.0,3,1552,37482,0,0
20,30000,74500.0,3,1552,1521,0,0
21,30000,75400.0,3,1552,170179,0,0
22,30000,37000.0,3,1552,68949,0,0
23,30000,47800.0,3,1552,132545,0,0
24,30000,50200.0,3,1552,91801,0,0
25,30000,52600.0,3,1552,132807,0,0
26,30000,74800.0,3,1552,65325,0,0
27,30000,78400.0,3,1552,65320,0,0
28,30000,73180.0,3,1552,53454,0,0
29,30000,75400.0,3,1552,118890,0,0
30,30000,26200.0,3,1552,65172,0,0
31,30000,50200.0,3,1552,112304,0,0
32,30000,67600.0,3,1552,112311,0,0
33,30000,71200.0,3,1552,112296,0,0
34,30000,58600.0,3,1552,1913,0,0
35,30000,74800.0,3,1552,136207,0,0
36,30000,62200.0,3,1552,112338,0,0
37,30000,67540.0,3,1552,112292,0,0
38,30000,41200.0,3,1552,125204,0,0
39,30000,67000.0,0,1552,112314,0,0
40,30000,77200.0,0,1552,69160,0,0
41,30000,67000.0,0,1552,112300,0,0
42,30000,77200.0,0,1552,165691,0,0
43,30000,57100.0,0,1552,124530,0,0
44,30000,57100.0,0,1552,1939,0,0
45,30000,40000.0,3,1552,91839,0,0
46,30000,54100.0,3,1552,65327,0,0
47,30000,60400.0,3,1552,37479,0,0
48,30000,62200.0,3,1552,132778,0,0
49,30000,64600.0,3,1552,112332,0,0
50,30000,29860.0,3,1552,57823,0,0
51,30000,51400.0,3,1552,65345,0,0
52,30000,53200.0,3,1552,1552,0,0
53,30000,58600.0,3,1552,90677,0,0
54,30000,60400.0,3,1552,36018,0,0
55,30000,49600.0,3,1552,81169,0,0
56,30000,41800.0,3,1552,1953,0,0
57,30000,81100.0,3,1552,91834,0,0
58,30000,81460.0,3,1552,65341,0,0
59,30000,50800.0,3,1552,91839,0,0
60,30000,53500.0,3,1552,91822,0,0
61,30000,38800.0,3,1552,1915,0,0
62,30000,59800.0,3,1552,158771,0,0
63,30000,34000.0,3,1552,18491,0,0
64,30000,27400.0,0,1552,131841,0,0
65,30000,71200.0,0,1552,134246,0,0
66,30000,78400.0,0,1552,76250,0,0
67,30000,67600.0,3,1552,78232,0,0
68,30000,48700.0,3,1552,37484,0,0
69,30000,55000.0,3,1552,65426,0,0
70,30000,50800.0,3,1552,134500,0,0
71,30000,56800.0,3,1552,37487,0,0
72,30000,41200.0,3,1552,134499,0,0
73,30000,58600.0,3,1552,132895,0,0
74,30000,66700.0,3,1552,65350,0,0
75,30000,76900.0,3,1552,37478,0,0
76,30000,55900.0,3,1552,65172,0,0
77,30000,59200.0,3,1552,65351,0,0
78,30000,64000.0,3,1552,127872,0,0
79,30000,76600.0,3,1552,91811,0,0
80,30000,86740.0,3,1552,91828,0,0
81,30000,86860.0,3,1552,65177,0,0
82,30000,40600.0,3,1552,132801,0,0
83,30000,48700.0,3,1552,91819,0,0
84,30000,71800.0,3,1552,65316,0,0
85,30000,38500.0,3,1552,91808,0,0
86,30000,67000.0,3,1552,132789,0,0
87,30000,79000.0,3,1552,12622,0,0
88,30000,87400.0,3,1552,65364,0,0
89,30000,73060.0,3,1552,91822,0,0
90,30000,37900.0,3,1552,112299,0,0
91,30000,65800.0,3,1552,112293,0,0
92,30000,38200.0,3,1552,91801,0,0
93,30000,26200.0,3,1552,78254,0,0
94,30000,57100.0,3,1552,136248,0,0
95,30000,38800.0,3,1552,35997,0,0
96,30000,64000.0,3,1552,112291,0,0
97,30000,31600.0,0,1552,148941,0,0
98,30000,38800.0,3,1552,65323,0,0
99,30000,59200.0,3,1552,90675,0,0
100,30000,36100.0,3,1552,133242,0,0
101,30000,31600.0,3,1552,112311,0,0
102,30000,79300.0,3,1552,65362,0,0
103,30000,70600.0,3,1552,161134,0,0
104,30000,55000.0,3,1552,112325,0,0
105,30000,58600.0,3,1552,161129,0,0
106,30000,76720.0,3,1552,91826,0,0
107,30000,77800.0,3,1552,81054,0,0
108,30000,78400.0,3,1552,81132,0,0
109,30000,42100.0,0,1552,118849,0,0
110,30000,52000.0,3,1552,134501,0,0
111,30000,70000.0,3,1552,65342,0,0
112,30000,71200.0,3,1552,90664,0,0
113,30000,36100.0,3,1552,11458,0,0
114,30000,37000.0,3,1552,91843,0,0
115,30000,37600.0,3,1552,91803,0,0
116,30000,67600.0,3,1552,91820,0,0
117,30000,69100.0,3,1552,112305,0,0
118,30000,85600.0,3,1552,112305,0,0
119,30000,38800.0,3,1552,91820,0,0
120,30000,76600.0,3,1552,65327,0,0
121,30000,38800.0,3,1552,91803,0,0
122,30000,76600.0,3,1552,91844,0,0
123,30000,55000.0,3,1552,57776,0,0
124,30000,56260.0,3,1552,112330,0,0
125,30000,38800.0,3,1552,91812,0,0
126,30000,38500.0,3,1552,7970,0,0
127,30000,79300.0,3,1552,112324,0,0
128,30000,87700.0,3,1552,112315,0,0
129,30000,75400.0,3,1552,65348,0,0
130,30000,77200.0,3,1552,112339,0,0
131,30000,44200.0,0,1552,115914,0,0
132,30000,64000.0,3,1552,36010,0,0
133,30000,65200.0,3,1552,35981,0,0
134,30000,58600.0,3,1552,65324,0,0
135,30000,41500.0,3,1552,132793,0,0
136,30000,62500.0,3,1552,81008,0,0
137,30000,79000.0,0,1552,118848,0,0
138,30000,62200.0,3,1552,132788,0,0
139,30000,64000.0,3,1552,65371,0,0
140,30000,65200.0,3,1552,90669,0,0
141,30000,79300.0,0,1552,71225,0,0
142,30000,56800.0,3,1552,57770,0,0
143,30000,74200.0,3,1552,81186,0,0
