ID,StartTime,EndTime,Mode,ONodeID,DNodeID,Purpose,Expansion
1,30000,31800,3,81165,81169,0,0
2,30000,31800,3,118888,161154,0,0
3,30000,31800,3,69261,69288,0,0
4,30000,31800,3,91836,91833,0,0
5,30000,31800,3,81178,57792,0,0
6,30000,31800,3,81124,78213,0,0
7,30000,31800,3,142381,112341,0,0
8,30000,31800,3,81055,81193,0,0
9,30000,31800,3,133223,126352,0,0
10,30000,31800,3,8627,53440,0,0
11,30000,31800,3,52838,112341,0,0
12,30000,31800,3,90670,90675,0,0
13,30000,31800,3,50334,132492,0,0
14,30000,31800,3,126351,69288,0,0
15,30000,31800,3,1955,132819,0,0
16,30000,31800,3,112311,57754,0,0
17,30000,31800,3,81161,57792,0,0
18,30000,31800,3,69272,69288,0,0
19,30000,31800,3,136212,143375,0,0
20,30000,31800,3,11393,132492,0,0
21,30000,31800,3,136210,136208,0,0
22,30000,31800,3,112062,55505,0,0
23,30000,31800,3,65373,124504,0,0
24,30000,31800,3,50535,50185,0,0
25,30000,31800,3,132484,132492,0,0
26,30000,31800,3,118866,175961,0,0
27,30000,31800,3,68954,37487,0,0
28,30000,31800,3,51769,81169,0,0
29,30000,31800,3,81930,132492,0,0
30,30000,31800,3,78262,78213,0,0
31,30000,31800,3,36010,36001,0,0
32,30000,31800,3,81899,132492,0,0
33,30000,31800,3,52831,81169,0,0
34,30000,31800,3,112070,161154,0,0
35,30000,31800,3,1538,68974,0,0
36,30000,31800,3,35905,133231,0,0
37,30000,31800,3,65351,91814,0,0
38,30000,31800,3,69235,69288,0,0
39,30000,31800,3,132814,65365,0,0
40,30000,31800,3,52987,50185,0,0
41,30000,31800,3,81105,36023,0,0
42,30000,31800,3,53457,53440,0,0
43,30000,31800,3,136240,35914,0,0
44,30000,31800,3,132468,132492,0,0
45,30000,31800,3,65239,37487,0,0
46,30000,31800,3,78304,78213,0,0
47,30000,31800,3,164530,69288,0,0
48,30000,31800,3,18485,161154,0,0
49,30000,31800,3,78264,78213,0,0
50,30000,31800,3,65206,78213,0,0
51,30000,31800,3,78264,78213,0,0
52,30000,31800,3,57780,81169,0,0
53,30000,31800,3,132893,65174,0,0
54,30000,31800,3,91809,91825,0,0
55,30000,31800,3,69147,136208,0,0
56,30000,31800,3,132535,147707,0,0
57,30000,31800,3,81869,78213,0,0
58,30000,31800,3,132477,50185,0,0
59,30000,31800,3,170171,65358,0,0
60,30000,31800,3,65140,57792,0,0
61,30000,31800,3,1537,1535,0,0
62,30000,31800,3,69157,161154,0,0
63,30000,31800,3,12611,36023,0,0
64,30000,31800,3,91839,91833,0,0
65,30000,31800,3,51771,81169,0,0
66,30000,31800,3,57818,57792,0,0
67,30000,31800,3,50202,112341,0,0
68,30000,31800,3,1513,65174,0,0
69,30000,31800,3,35894,55505,0,0
70,30000,31800,3,65380,69169,0,0
71,30000,31800,3,112108,136208,0,0
72,30000,31800,3,57782,81169,0,0
73,30000,31800,3,69298,69299,0,0
74,30000,31800,3,112102,55506,0,0
75,30000,31800,3,4082,133231,0,0
76,30000,31800,3,112304,91833,0,0
77,30000,31800,3,78262,78213,0,0
78,30000,31800,3,126347,69288,0,0
79,30000,31800,3,118880,1535,0,0
80,30000,31800,3,53455,78213,0,0
81,30000,31800,3,65379,69169,0,0
82,30000,31800,3,1551,68950,0,0
83,30000,31800,3,28683,50185,0,0
84,30000,31800,3,81140,36023,0,0
85,30000,31800,3,132815,37487,0,0
86,30000,31800,3,112333,90675,0,0
87,30000,31800,3,81034,57792,0,0
88,30000,31800,3,81030,78213,0,0
89,30000,31800,3,112336,112339,0,0
90,30000,31800,3,57783,57792,0,0
91,30000,31800,3,81177,57792,0,0
92,30000,31800,3,161160,175961,0,0
93,30000,31800,3,170174,112339,0,0
94,30000,31800,3,132469,53440,0,0
95,30000,31800,3,65243,37487,0,0
96,30000,31800,3,51875,81169,0,0
97,30000,31800,3,65333,124504,0,0
98,30000,31800,3,132809,91833,0,0
99,30000,31800,3,12606,55506,0,0
100,30000,31800,3,27952,151326,0,0
101,30000,31800,3,81002,78213,0,0
102,30000,31800,3,35986,36023,0,0
103,30000,31800,3,174586,50185,0,0
104,30000,31800,3,68964,69169,0,0
105,30000,31800,3,91836,91833,0,0
106,30000,31800,3,52827,112341,0,0
107,30000,31800,3,126354,69288,0,0
108,30000,31800,3,151330,69288,0,0
109,30000,31800,3,91817,81193,0,0
110,30000,31800,3,81023,81193,0,0
111,30000,31800,3,142382,112341,0,0
112,30000,31800,3,37486,132819,0,0
113,30000,31800,3,151328,69288,0,0
114,30000,31800,3,65323,90675,0,0
115,30000,31800,3,158772,69169,0,0
116,30000,31800,3,50476,132492,0,0
117,30000,31800,3,69279,151326,0,0
118,30000,31800,3,81098,81193,0,0
119,30000,31800,3,65588,36001,0,0
120,30000,31800,3,33663,55505,0,0
121,30000,31800,3,65367,65365,0,0
122,30000,31800,3,18483,161154,0,0
123,30000,31800,3,50660,81169,0,0
124,30000,31800,3,53439,53440,0,0
125,30000,31800,3,81081,81193,0,0
126,30000,31800,3,81895,132492,0,0
127,30000,31800,3,1521,65174,0,0
128,30000,31800,3,170079,136208,0,0
129,30000,31800,3,1916,69169,0,0
130,30000,31800,3,174517,132492,0,0
131,30000,31800,3,172828,50185,0,0
132,30000,31800,3,53467,53440,0,0
133,30000,31800,3,112106,55505,0,0
134,30000,31800,3,81867,132492,0,0
135,30000,31800,3,65145,37487,0,0
136,30000,31800,3,132464,53440,0,0
137,30000,31800,3,81109,81169,0,0
138,30000,31800,3,81877,132492,0,0
139,30000,31800,3,132491,132492,0,0
140,30000,31800,3,57810,81169,0,0
141,30000,31800,3,51780,81169,0,0
142,30000,31800,3,136230,136208,0,0
143,30000,31800,3,52620,50185,0,0
144,30000,31800,3,37479,91814,0,0
145,30000,31800,3,50658,112341,0,0
146,30000,31800,3,161161,69169,0,0
147,30000,31800,3,132482,132492,0,0
148,30000,31800,3,33681,69288,0,0
149,30000,31800,3,81026,81169,0,0
150,30000,31800,3,1801,68950,0,0
151,30000,31800,3,81065,78213,0,0
152,30000,31800,3,11430,132492,0,0
153,30000,31800,3,18499,55505,0,0
154,30000,31800,3,172831,132492,0,0
155,30000,31800,3,65383,69169,0,0
156,30000,31800,3,78218,78213,0,0
157,30000,31800,3,81070,81193,0,0
158,30000,31800,3,81088,78213,0,0
159,30000,31800,3,53449,53440,0,0
160,30000,31800,3,51880,81169,0,0
161,30000,31800,3,132900,37487,0,0
162,30000,31800,3,151331,69169,0,0
163,30000,31800,3,68953,37487,0,0
164,30000,31800,3,4090,37487,0,0
165,30000,31800,3,65203,78213,0,0
166,30000,31800,3,65329,124504,0,0
167,30000,31800,3,132800,37487,0,0
168,30000,31800,3,78267,78213,0,0
169,30000,31800,3,157524,37487,0,0
170,30000,31800,3,65104,78213,0,0
171,30000,31800,3,126354,69288,0,0
172,30000,31800,3,65136,78213,0,0
173,30000,31800,3,161157,161154,0,0
174,30000,31800,3,81037,57792,0,0
175,30000,31800,3,90673,65365,0,0
176,30000,31800,3,53449,53440,0,0
177,30000,31800,3,65370,91833,0,0
178,30000,31800,3,51786,81169,0,0
179,30000,31800,3,69271,69288,0,0
180,30000,31800,3,68943,68974,0,0
181,30000,31800,3,51781,81169,0,0
182,30000,31800,3,28684,50185,0,0
183,30000,31800,3,81047,81169,0,0
184,30000,31800,3,174518,50185,0,0
185,30000,31800,3,132807,124504,0,0
186,30000,31800,3,69292,69169,0,0
187,30000,31800,3,126353,151326,0,0
188,30000,31800,3,136249,36023,0,0
189,30000,31800,3,132901,78213,0,0
190,30000,31800,3,69264,69288,0,0
191,30000,31800,3,65346,91833,0,0
192,30000,31800,3,91806,91814,0,0
193,30000,31800,3,57781,81169,0,0
194,30000,31800,3,81029,112341,0,0
195,30000,31800,3,4087,69169,0,0
196,30000,31800,3,155311,69299,0,0
197,30000,31800,3,52997,50185,0,0
198,30000,31800,3,118859,175961,0,0
199,30000,31800,3,33681,69288,0,0
200,30000,31800,3,65352,65352,0,0
201,30000,31800,3,136203,161154,0,0
202,30000,31800,3,81909,132492,0,0
203,30000,31800,3,57758,57754,0,0
204,30000,31800,3,81075,78213,0,0
205,30000,31800,3,53683,69169,0,0
206,30000,31800,3,81898,132492,0,0
207,30000,31800,3,172828,50185,0,0
208,30000,31800,3,142379,112341,0,0
209,30000,31800,3,91808,91825,0,0
210,30000,31800,3,81145,81193,0,0
211,30000,31800,3,166980,37487,0,0
212,30000,31800,3,57795,57754,0,0
213,30000,31800,3,65201,78213,0,0
214,30000,31800,3,57774,57754,0,0
215,30000,31800,3,132900,37487,0,0
216,30000,31800,3,81019,81193,0,0
217,30000,31800,3,65139,81193,0,0
218,30000,31800,3,68944,68974,0,0
219,30000,31800,3,81065,78213,0,0
220,30000,31800,3,133228,69288,0,0
221,30000,31800,3,132809,91833,0,0
222,30000,31800,3,112102,55506,0,0
223,30000,31800,3,167043,37487,0,0
224,30000,31800,3,112092,133231,0,0
225,30000,31800,3,134515,50185,0,0
226,30000,31800,3,132536,151326,0,0
227,30000,31800,3,112110,133231,0,0
228,30000,31800,3,132465,53440,0,0
229,30000,31800,3,90686,65365,0,0
230,30000,31800,3,18485,161154,0,0
231,30000,31800,3,90680,112339,0,0
232,30000,31800,3,112330,90675,0,0
233,30000,31800,3,112317,112339,0,0
234,30000,31800,3,103220,69288,0,0
235,30000,31800,3,65124,78213,0,0
236,30000,31800,3,65119,78213,0,0
237,30000,31800,3,78297,78213,0,0
238,30000,31800,3,158768,69169,0,0
239,30000,31800,3,91824,91825,0,0
240,30000,31800,3,112296,57754,0,0
241,30000,31800,3,65312,37487,0,0
242,30000,31800,3,126348,69288,0,0
243,30000,31800,3,118863,175961,0,0
244,30000,31800,3,65146,37487,0,0
245,30000,31800,3,50204,112341,0,0
246,30000,31800,3,136232,143375,0,0
247,30000,31800,3,90680,112339,0,0
